,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review,pos_review_en,neg_review_en
780,Jesus,Bien,"El desayuno está muy bien, es tipo buffet y está bien surtido.",Colchones muy blandos a mi gusto,España,7.0,En familia,Habitación Familiar,2022-04-13,"Breakfast is fine, buffet style and well stocked.",Very soft mattresses to my liking
781,Artur,Bien,Bien situado y personal muy amable.,"No iba ni la tv ni el teléfono, después de informar a recepción, que fueron muy amables, cambiaron la tv, pero para ser un hotel de 4 estrellas y no precisamente barato son detalles que no están a la altura.",España,7.0,En familia,Habitación Cuádruple Estándar,2022-04-12,Well located and very friendly staff.,"There was neither the TV nor the phone, after informing reception, that they were very friendly, they changed the TV, but to be a 4-star hotel and not exactly cheap are details that are not up to par."
782,Isidre,Fin de semana en pareja,"Ubicaciòn
Servicio y calidad del restaurante excelente","Habitación con falta de mantenimiento; parquet deteriorado, paredes con golpes tapadas con yeso blanco y sucias. Puertas agrietadas. Extractor lavabo excesivamente ruidoso. TV habitación no funcionaba, el TDT estaba roto.
Escogí este hotel porque habia tenido ya una mala experiencia similar a la que acabo de tener de nuevo en este.  Pensaba que estaría  al nivel del precio pagado, pero ni de lejos. Gran decepción!",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2022-04-11,"Location
Excellent service and restaurant quality","Room with lack of maintenance; deteriorated parquet, walls with blows covered with white and dirty plaster. Cracked doors. Excessively noisy sink extractor. TV room was not working, the DTT was broken.
I chose this hotel because I had already had a bad experience similar to the one I just had again in this one.  I thought it would be  at the level of the price paid, but by no means. Great disappointment!"
783,José,"Bien, solo por la ubicación",Comodidad y ubicación,"La habitación está anticuada. Las puertas de madera desgastadas por el suelo, cortinas rotas y la mampara del baño grande no encajaba bien, con lo que toda el agua salía hacia afuera",España,7.0,En familia,Habitación Cuádruple Estándar,2022-04-11,Convenience and location,"The room is outdated. The floor-worn wooden doors, broken curtains, and large bathroom bulkhead didn't fit well, so all the water came out"
784,Jesus,agradable,la situación,el parking y el bufete desayuno,España,7.0,En familia,Habitación Cuádruple Estándar,2022-03-27,the situation,parking and breakfast buffet
785,Gladys,Regular,El espacio de la habitación y que está centrico,Primero que llegamos y la habitación estaba sin hacer luego nos dicen que 20 min cuando pasan 25 min nos dicen que aún no estan la recepcionista ni sabia cual era la habitación me dice que 20 min más después de 25 min subo a la habitación y estaban las chicas que limpian enfadadas mal educadas,España,4.0,En familia,Habitación Familiar Deluxe,2022-03-08,The space of the room and that is central,First we arrived and the room was undone then they tell us that 20 min when 25 min pass tell us that they are not yet the receptionist nor did they know which was the room tells me that 20 min more after 25 min I go up to the room and there were the girls who clean angry badly educated
786,Natalia,"Buen hotel, limpieza pésima","Ubicación del hotel excelente, está en pleno centro.","El hotel estaba completo y nos ofrecieron una habitación superior con cama doble, pero al entrar en la habitación nos encontramos que estaba sucio, la ducha recién usada, pelos por todas partes...",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2022-03-06,"Excellent hotel location, it is right in the center.","The hotel was full and we were offered a superior room with a double bed, but when we entered the room we found that it was dirty, the shower freshly used, hair everywhere..."
787,Sonia,Bien,El restaurante el desayuno bien y la cena muy buena el personal amable,Después de coger una habitación reformada dejaba q desear el baño con  el techo roto,"Abjasia, ​Georgia",7.0,En familia,Habitación Cuádruple Deluxe,2022-02-28,The restaurant breakfast well and dinner very good friendly staff,"After taking a renovated room, I left the bathroom with  the broken ceiling to be desired."
788,Eusebio,era mi segunda vez regular,el restaurante muy bueno en las noches,la atención en recepción malísima,Panamá,6.0,En familia,Habitación Cuádruple Estándar,2022-02-27,the restaurant is very good at night,attention at the reception very bad
789,Alejandro,mejorable,ubicación,mobiliario un poco antiguo,España,6.0,En grupo,Habitación Doble - 1 o 2 camas,2022-02-26,location,furniture a little old
790,Estrella,"SIN MÁS, HOTEL DE HACE AÑOS, MODERNIZADO.",LA COMODIDAD DE LOS COLCHONES,EL DESAYUNO Y LA CENA,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2022-02-16,THE COMFORT OF MATTRESSES,BREAKFAST AND DINNER
791,Isidoro,Bien con matices.,"El desayuno muy bien, la cena buenísima en cuanto a calidad y presentación. El personal excelente.","las habitaciones un poco obsoletas, complicado el uso de TV Dos mandos.",España,7.0,En familia,Habitación Doble - 1 o 2 camas,2022-02-15,"Breakfast very good, dinner very good in terms of quality and presentation. Excellent staff.","rooms a little obsolete, complicated the use of TV Two controls."
792,Mònica,Comodidad,Estás al centro. Muy buena ubicación. Las camas muy cómodas. En general bastante limpio. Tener dos wc ( uno con bañera y otro con ducha). Habitación grande. Bebida de cortesía en el minibar( zumo y agua).,"-Tuvimos que esperar mucho para hacer la entrada (casi 30 minutos). Un cliente no paraba de hacer preguntas. Podían haber llamado a un otro compañero.
-En general para ser un 4* un poco justo de muebles ( rotos y antiguos)armarios, puertas...la tele de la habitación de los niños no funcionaba. 
- El encargado del bufet el primer día nos hizo sentir un poco incómodos ( muy observador y pendiente de lo que hacíamos) ni que fuéramos unos delincuentes con dos niños pequeños..hasta el punto que vino a preguntar qué lo que comíamos era para los niños..etc...se pensó que cogíamos cosas del bufet...NUNCA nos había pasado y mira que hemos estado en hoteles de más y menos categoría y mis hijos también.. 
-El personal excepto el chico y chica de recepción que eran amables, por el resto...ni los buenos días. 
-En general no tuvimos la sensación de estar en un hotel de 4*.",España,6.0,En familia,Habitación Cuádruple Estándar,2022-02-06,You're in the middle. Very good location. Very comfortable beds. Overall pretty clean. Have two toilets ( one with bathtub and one with shower). Large room. Complimentary drink in the minibar( juice and water).,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
793,Francisco,Mal,"Instalaciones en mal estado, no conservado y falta de limpieza.",,España,3.0,En pareja,Habitación Doble - 1 o 2 camas,2022-02-02,"Facilities in poor condition, not preserved and lack of cleaning.",
794,Andrade,Decepcionante,El desayuno bien y ubicación perfecta,"Demasiada calor,no hemos podido dormir",España,4.0,En familia,Habitación Cuádruple Estándar,2022-01-30,Breakfast well and perfect location,"Too hot, we couldn't sleep"
795,Irene,Bien,Muy espaciosa la habitación y limpia. En ese aspecto muy agusto. Cerca del centro.,"Las literas estaban al lado de la puerta y habían un grupo de jóvenes haciendo ruido por la noche y no les llamaron la atención. Por otro lado la calefacción aún apagando los radiadores debía estar centralizada porque hacía muchísima calor y descansamos ma, incluso los niños.",España,7.0,En familia,Habitación Cuádruple Estándar,2022-01-29,Very spacious room and clean. In that very pleasant aspect. Near the center.,"The bunk beds were next to the door and there was a group of young people making noise at night and they didn't catch their attention. On the other hand, the heating still turning off the radiators had to be centralized because it was very hot and we rested, even the children."
796,Rocio,céntrico y cómodo,"su ubicación es ideal para ir de compras. 
la recepcionista fue amabilísima","en mi opinion ha bajado notablemente la calidad de este hotel. aunque es un buen hotel lo he visto más descuidado y las nuevas habitaciones me parecen muy frías, no muy acogedoras.",España,7.0,En familia,Habitación Triple,2022-01-23,"its location is ideal for shopping. 
the receptionist was very kind.","in my opinion the quality of this hotel has dropped noticeably. although it is a good hotel I have seen it more neglected and the new rooms seem very cold, not very cozy."
797,Martin,Perfecto calidad-precio,ubicación,Mantenimiento de las instalaciones,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2022-01-18,location,Site maintenance
798,Pe,Estancia normal,"El tamaño de la habitación, cama cómoda y amplia. El desayuno correcto.","El mueble de tv está para renovar, la wifi fatal no llegaba bien al primer piso. Pedimos unas zapatillas y nos las negaron diciendo que por protocolo Covid, pues precisamente por eso se dá al cliente que las pide unas de un sólo uso al igual que las demás amenities de hotel.",España,5.0,En pareja,Habitación Doble - 1 o 2 camas,2022-01-18,"The size of the room, comfortable and spacious bed. The right breakfast.","The TV cabinet is to be renovated, the fatal wifi did not arrive well on the first floor. We ordered some sneakers and they denied them to us saying that by Covid protocol, because precisely for this reason the client is given a one-time use one like the other hotel amenities."
799,Raquel,Bien,Relacion calidad precio,"Instalaciones 7 un poco dejadas, puertas de las habitaciones sin pintura y arañazos",España,7.0,En grupo,Habitación Familiar,2022-01-17,Value for money….”,"Facilities 7 a little left, doors of the rooms without paint and scratches"
800,Maria,lamentablemente,nada,"realizó una reserva donde Booking.com, que se supone que ustedes trabajan con ellos realizando reservas para su hotel  , realizó una reserva donde hay unas habitaciones reformadas y me dan una habitación sin reformar y con moqueta que soy alérgico a los ácaros y sucio, muebles quemados por cigarros, reclamó y me dicen los empleados del hotel que es lo que yo he reservado y si tengo algún problema que reclame a Booking.com. el desayuno al realizar la Servando pone 8€ por persona y luego nos cobran 12,50€ por persona , por desgracia tuvimos un accidente que regresamos a España y solo hicimos huso un solo día de los 4 días que pagamos y los empleados del hotel nos dicen que ellos no pueden hacer nada y que reclamemos a Booking.com que son los que han hecho la reserva, me siento timado por parte del hotel .
Deseo q se me devuelva el dinero de las tres noches que no he utilizado.",España,1.0,En pareja,Habitación Doble - 1 o 2 camas,2022-01-16,nothing,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
801,Ismael,recepcionista amargada Jode estancia,la amplitud de la habitacion.,la señora de la recepción hace que mi alojamiento baje de 10 puntos (excelente ) a 4 la estancia,España,5.0,En pareja,Habitación Doble - 1 o 2 camas,2022-01-14,the width of the room.,the lady of the reception makes my accommodation go down from 10 points (excellent ) to 4 the stay
802,Sanchez,Con algunas mejoras,"El servicio y la atención del personal del restaurante como anotación más destacada.
Personal de limpieza y recepción perfecto.","No tuvimos la habitación que contratamos. Mobiliario con muchos golpes, la puerta del baño inflada por la humedad. Colchón muy blando.",España,5.0,En pareja,Habitación Doble - 1 o 2 camas,2022-01-13,"The service and attention of the restaurant staff as the most outstanding annotation.
Perfect housekeeping and reception staff.","We didn't have the room we hired. Furniture with many knocks, the bathroom door inflated by moisture. Very soft mattress."
803,Josep,Hotel regular,Habitación era grande y con dos baños,El desayuno no podias ni moverte al coger la comida. Muy poco espacio. Nos digeron que el parquing estaba lleno.,España,6.0,En familia,Habitación Cuádruple Estándar,2022-01-08,Room was large and with two bathrooms,Breakfast couldn't even move when you picked up the food. Very little space. We were told that the parking lot was full.
804,Sergio,decepción,buena ubicación,"tuvimos un accidente que requería atención médica y nos vimos obligados a abandonar la habitación un día antes de lo previsto. Nos cobraron la noche, pero nos prometieron que nos enviarían via email, para poder disfrutar de otra noche en su establecimiento. Nunca llegó ese email, entiendo que fue para contentarnos en ese momento. No resulta muy profesional engañar al cliente, sabiendo y viendo que fue por una causa mayor.",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2022-01-08,GOOD LOCATION,"we had an accident that required medical attention and were forced to leave the room a day ahead of schedule. They charged us for the night, but promised to send us via email, so we could enjoy another night in their establishment. That email never arrived, I understand that it was to satisfy us at that time. It is not very professional to deceive the client, knowing and seeing that it was for a greater cause."
805,Mar,muchas cosas a mejorar,"la carta del restaurante q era de 10 , y la ubicacion",el trato del personal,España,6.0,En familia,Habitación Triple,2022-01-08,"the restaurant letter q was 10 , and the location",Attentive staff
806,Enrique,Fotos engañosas de la realidad,La atención del personal. Se esmeraban en hacerlo bien,"La limpieza era mas bien poca. La habitación estaba muy trotada, nada que ver con las fotos. Parecia que tenia 50 años de uso.
El personal se esmeraba en el trato, fue lo único bueno pues en general no debería ser un 4 estrellas, como mucho 2 o 3.",España,5.0,En familia,Habitación Triple,2022-01-05,The attention of the staff. They tried hard to do it well.,"Cleanliness was rather low. The room was very trotted, nothing to do with the photos. It looked like it had been in use for 50 years.
The staff was careful in the deal, it was the only good thing because in general it should not be a 4 stars, at most 2 or 3."
807,Purificacion,Agradable,El personal y la ubicación,"las camas al lado de la puerta y justo al lado del ascensor. 
Nos costó mucho dormir",España,6.0,En familia,Habitación Cuádruple Estándar,2022-01-03,The staff and location,"the beds next to the door and right next to the elevator. 
We had a hard time sleeping"
808,Xavier,Buena ubicación,"Ubicacion excelente, desayuno correcto y parquing lleno aunque hay buenas alternativas en el exterior",La wifi funcionaba fatal en la habitación y en Andorra es básica,España,7.0,En familia,Habitación Triple,2022-01-03,"Excellent location, proper breakfast and full parking although there are good alternatives outside",The wifi worked fatal in the room and in Andorra is basic
809,Elena,Bien,"limpieza
ubicación
desayuno muy completo",wifi- no llegaba a la habitacion,España,7.0,En grupo,Habitación Cuádruple Estándar,2022-01-03,"cleaning
location
breakfast very complete",wifi- did not reach the room
810,Nuria,Decepcionante,el personal amable,la reserva no correspondia a lo que yo pacté. no había buen wifi.,España,4.0,En familia,Habitación Triple,2022-01-03,Friendly staff too. ,the reservation did not correspond to what I agreed. there was no good wifi.
811,Yolanda,Aceptable,"ya hemos estado varies veces y siempre perfecto. 
la situación del hotel sobretodo, y la habitación.","pero esta vez, estábamos en un habitación en el primer piso, que se oía todo. 
y el internet no funcionó en toda la estancia.",España,5.0,En familia,Habitación Cuádruple Estándar,2022-01-01,"i've been there several times and always perfect. 
the situation of the hotel above all, and the room.","but this time, we were in a room on the first floor, you could hear everything. 
and the internet didn't work throughout the stay."
812,Rosa,Muy mal,Me parece un abuso que al liquidar la estancia se incremente en un porcentaje abusivo la cuenta por un exceso de ocupación. Este punto lo voy a compartir en todas las plataformas que pueda.,,España,2.0,En grupo,Habitación Cuádruple Estándar,2021-12-28,It seems to me an abuse that when liquidating the stay the account is increased by an abusive percentage due to an excess of occupation. I will share this on every platform I can.,
813,Jenifer,Agradable,ubicación,la moqueta con polvo y las habitaciones un poco dejadas y descuidadas,España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-12-14,location,the carpet with dust and the rooms a little left and neglected
814,Aurora,Aceptable,El personal es amable.,"Desayuno muy mejorable, el primer día había tres naranjas y el segundo ninguna (pregunté y la respuesta...NO, NO HAY). El tercer día desayunamos fuera del Hotel
La limpieza de la habitación... lamentable. Movimos una mesilla y allí había de todo. Creo que pasar una aspiradora por lo menos cuando se cambia de cliente deberían planteárselo. Y si limpiaran la tapicería del sofá cama o mejor las cambiaran sería de aprobado.",España,5.0,En familia,Habitación Cuádruple Estándar,2021-12-09,Friendly staff too. ,"Breakfast very good, the first day there were three oranges and the second none (I asked and the answer...NO, THERE IS not). On the third day we had breakfast outside the hotel.
The cleanliness of the room... unfortunate. We moved a table and there was everything. I think that vacuuming at least when you change customers should consider it. And if they cleaned the upholstery of the sofa bed or better changed them would be approved."
815,Olga,Aceptable,Ubicacion,"Habitacionds viejas, para nada modernas mobiliario muy viejo. Relacion calidad precio fatal. Por el estilo de hotel es carissimo!",España,5.0,En pareja,Habitación Doble - 1 o 2 camas,2021-12-09,Location,"Old rooms, not modern furniture at all very old. Fatal value for money. The hotel style is very expensive!"
816,Marga,No volveremos,"El día de nuestra llegada encontramos en la nevera de la habitación una botella de agua abierta y utilizada hasta la mitad.
Al irnos a acostar y abrir la cama me encontré pegado en la sábana un pòsit con el nombre de ROSA escrito en él.
Al bajar a recepción y comentarlo a la señorita se sorprendió , pidió disculpas y ya.
Sinceramente lo de la botella de agua abierta y usada en el momento en que nos encontramos me pareció muy grave y lo del pòsit....
El personal del restaurante ha sido  muy amable.",,España,6.0,En familia,Habitación Triple,2021-12-08,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,
817,Cristian,comodidad y cercanía con la calle principal,sobre todo la ubicación,precio alto,España,7.0,En pareja,Habitación Doble Deluxe,2021-12-07,especially the location,high price
818,Jesica,Le falta una buena reforma,ubicación,"No parece un establecimiento de 4 estrellas. Las habitaciones necesitan una reforma.
Baño con moho, puertas bufadas, colchón curvado",España,4.0,En grupo,Habitación Individual,2021-11-29,location,"It doesn't look like a 4-star establishment. The rooms need renovation.
Mold bath, blown doors, curved mattress"
819,Silvia,ubicacion 10 restó un 5,"cuando llegamos éramos 2 adultos y una niña de 14 años y su cama no estaba preparada. Nos comentaron que teníamos que hacer un cambio de habitación. la ubicación un 10, pero el wifi se iba y venía .., un rollo …","el wifi, los colchones mucho que desear",España,5.0,En familia,Habitación Triple,2021-11-25,"when we arrived we were 2 adults and a 14 year old girl and her bed was not prepared. They told us that we had to make a change of room. the location a 10, but the wifi came and went.., a roll …","the wifi, the mattresses much to be desired"
820,Mireia,En la 511 no llega el wifi,"Me gusto que la habitación tubiera dos baños. 
Los cojines son muy cómodos.
El desayuno buffet está muy completo.","La habitación tenia la ducha con pelos y no hay escobillas.
El internet si pasas de la puerta lo pierdes, no llega. Estabamos en la 511. Incluso la tv q es smart tv, pierde la conexión. 
Los colchones son de muelles.",España,6.0,En grupo,Habitación Cuádruple Deluxe,2021-11-22,"I liked that the room had two bathrooms. 
The cushions are very comfortable.
The buffet breakfast is very complete.","The room had a hairy shower and no brushes.
The internet if you go through the door you lose it, it does not arrive. We were at 511. Even the q TV is smart TV, it loses the connection. 
The mattresses are of springs."
821,Maria,Buena y tranquila,La cama por su tamaño grande,La habitación estándar le hace falta una reforma en el mobiliario está bastante viejos y golpeados,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-10-30,The bed because of its large size,The standard room needs a reform in the furniture is quite old and beaten
822,Letizia,Estancia céntrica.,"Ubicado cerca de la zona comercial. 
Habitaciones aisladas del ruido. 
Buena higiene.","He seleccionado este hotel por la ubicación y la disponibilidad de recarga para vehículos eléctricos. Sin embargo,  al llegar al hotel y solicitar dicha plaza de recarga, la asistente en turno en recepción me pregunta si tengo cable conector?. 
Después me informa que no sabe dónde se encuentra dicha plaza y que tiene que hablar con alguien de mantenimiento. 
Mientras espero dicha información, me instalo en la habitación. 
Transcurridos 15 minutos acudo nuevamente a preguntar acerca del parking  y me dicen que van a ver si pueden disponer de ella porque hay que solicitarla anticipadamente. 
Además, hay que pagar por el uso de la misma (el costo sale más caro que una estación pública) y además hay que sumar los 18€ por derecho a aparcar en el hotel con plazas de  parking muy reducidas. 
Para cualquier coche o un SUV rozan las puertas con otros coches al salir. 
Hay que maniobrar demasiado  para aparcar en el parking subterráneo. 
Colchón de la cama muy blando.
Muebles y decoración un poco antigua. 
Precio del parking de este hotel es limitado en plazas y más caro que un parking público localizado a 400-500 mts con plazas amplias y vídeo vigilancia. 
Personal poco sociable. 
Las fotos  de publicidad en booking con mobiliario nuevo no correspondían al de mi habitación que tenía muebles antiguos.",Italia,7.0,Persona que viaja sola,Habitación Individual,2021-10-23,"Located near the shopping area. 
Rooms isolated from noise. 
Good hygiene.","QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS little old. 
Price of the parking of this hotel is limited in places and more expensive than a public parking located 400-500 meters with large spaces and video surveillance. 
Unsociable staff. 
The advertising photos in booking with new furniture did not correspond to that of my room that had old furniture."
823,Carlota,Aceptable,Buena ubicación,Camas y almohadas incómodas. No atendieron la petición de cama doble.,España,5.0,En pareja,Habitación Doble Deluxe,2021-10-22,Good location,Comfortable beds and pillows. They did not respond to the request for a double bed.
824,Javier,Decepcionante,"La atención al cliente/usuario. Mucha amabilidad pero no saben expresarse con claridad y concreción. Las explicaciones en el funcionamiento del Parking, no solo son imprecisas sino que generan duda en el funcionamiento.",,España,4.0,En familia,Habitación Cuádruple Estándar,2021-10-14,"Customer/user support. Very kind but they do not know how to express themselves clearly and concretely. The explanations in the operation of the Parking, are not only imprecise but generate doubt in the operation.",
825,Blanca,"Habitacion buena para familias,le falta cuidar los detalles de la habitacion","El desayuno bien, nada especial, correcto",El mobiliario poco cuidado,España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-09-15,"Breakfast fine, nothing special, right",The poorly maintained furniture
826,Bruno,PROPIETARIO INVIERTA ALGO EN ARREGLOS!,"La ubicación es perfecta, el personal agradable, el desayuno es correcto però sin más.","El propietario del hotel se podria gastar un poco de dinero  en el mantenimiento ya que la pica del baño estaba rota y pintada con un parche, las luces parece que da miedo ponerlas algo mas potentes por si se ven los desperfectos, el parquet destrozado, las mamparas de bañera y la ducha  pierden por todos lados, y la limpieza escasea, de echo cuando llegamos habia un palillo en el suelo y cuando nos fuimos despues de 4 dias seguia allí.
Hablo solo por la experiència de mi habitacion la 204.",España,4.0,En familia,Habitación Triple,2021-09-10,"The location is perfect, the staff nice, the breakfast is right but nothing else.","The owner of the hotel could spend a little money  on maintenance since the bathroom sink was broken and painted with a patch, the lights seem to be afraid to put them a little more powerful in case you see the damages, the parquet broken, the bathtub screens and the shower  lose everywhere, and the cleaning is scarce, in fact when we arrived there was a toothpick on the floor and when we left after 4 days it was still there.
I speak only for the experience of my room 204."
827,Anna,Correcto,WiFi muy lenta,,España,7.0,En familia,Habitación Cuádruple Estándar,2021-09-06,Too slow,
828,Miquel,Aceptable,Habitación muy amplia para la familia,Temperatura alta excesiva. El aire acondicionado no enfriaba lo suficiente para las dimensiones de la habitación,España,5.0,En familia,Habitación Triple,2021-09-04,Very spacious room for the family,Excessive high temperature. The air conditioning did not cool enough for the dimensions of the room
829,Maria,Nos alojamos 2 adultos y 2 niñas en una habitación cuádruple.,Lo que más me a gustado es el servicio de limpieza de la habitación.,"Las habitaciones tienen los muebles muy estropeados y la puerta del baño está deteriorada, no se corresponde con un 4 estrellas.",España,6.0,En familia,Habitación Cuádruple Estándar,2021-08-29,What I like the most is the room cleaning service.,"The rooms have very damaged furniture and the bathroom door is deteriorated, it does not correspond to a 4 stars."
830,Cristina,Buena ubicación,"Muy cerca del centro, y un buen desayuno.",,España,7.0,En familia,Habitación Cuádruple Estándar,2021-08-26,"Very close to the center, and a good breakfast.",
831,Jordi,Bien,"Que entras a las 16:00 y tienes que salir a las 12:00 , pagas por 20 horas de estancia y encima sin párking, porque estaba todo ocupado en fin un poco desastre tienen que avisar antes de coger el hotel ,yo personalmente hubiera cambiado",,España,7.0,En grupo,Habitación Doble - 1 o 2 camas,2021-08-21,"That you enter at 16:00 and you have to leave at 12:00 , you pay for 20 hours of stay and on top without parking, because everything was busy in short a little disaster have to warn before taking the hotel ,I personally would have changed",
832,J,Bien,La atención en recepción en Check-In muy mal...,,España,7.0,En familia,Habitación Cuádruple Deluxe,2021-08-17,Attention at reception at Check-In very badly...,
833,Gemma,Agradable,Ubicación,Ruido a las 8 del servicio de limpieza. Desperfectos en mobiliario habitación. No parece un hotel de 4 estrellas.,España,6.0,En familia,Habitación Triple,2021-08-12,Location,Noise at 8 o'clock cleaning service. Defects in room furniture. It doesn't look like a 4-star hotel.
834,Edgar,Bien,La ubicación del hotel.,"Poca variedad en el desayuno.El hotel no da  servicio de cafetería para tomar un café, un sandwich...
La habitación bastante limpia pero marcos,paredes y mobiliario estaban estropeados.",España,7.0,En familia,Habitación Cuádruple Estándar,2021-08-11,Hotel Location,"The hotel does not provide a cafeteria service for coffee, a sandwich...
The room was pretty clean but the frames,walls and furniture were all messed up."
835,Monicaserrac,Bien,"No llega el wifi en todas las habitaciones,  en la nuestra que estaba en el hueco de la escalera sin wi-fi completamente",,España,7.0,En familia,Habitación Cuádruple Estándar,2021-08-09,"Wi-Fi does not arrive in all rooms,  in ours that was in the stairwell without wi-fi completely",
836,Ernesto,Bien,La ubicación.,El desayuno mas variado,España,7.0,En familia,Habitación Doble - 1 o 2 camas,2021-08-03,The location,The most varied breakfast
837,Maica,Todo correcto excepto la persona de recepción,"La señora de recepción no sirve para estar en recepción, le falta bastante educación.
Me dejó de mentirosa después de haberme dicho q estaba en la obligación de llevar DNI d mis hijos menores de 3 años y q si no los tenía debía llamar a la policia y q serían 3.000 euros de multa. Una vergüenza de trato el de esa señora. Estaba ayer 31-7 a las 17:30-18:00 d la tarde en recepción. Una señora morena con gafas(su nombre lo desconozco).",,España,5.0,En familia,Habitación Cuádruple Estándar,2021-08-01,"The receptionist does not serve to be in reception, she lacks enough education.
She left me as a liar after telling me that she was obliged to carry a ID card for my children under 3 years of age and that if I did not have them I should call the police and that they would be 3,000 euros in fine. A disgrace to that lady's treatment. It was yesterday 31-7 at 17:30-18:00 d in the afternoon at reception. A brunette lady with glasses(I don't know her name).",
838,Elisa,Bien,"Por motivos de reforma del hotel, nos pusieron en una habitación superior, de grandes dimensiones, la que habíamos reservado.",No funcionaba el aire acondicionado.,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-07-12,"For reasons of renovation of the hotel, we were put in a superior room, large, the one we had booked.",The air conditioning didn't work.
839,Fco,No es 4 estrellas,Sin comentarios,"Cuarto de baño antiguo, no tiene bidet y la bañera ya no se lleva, dificultad para entrar y salir, sería mejor una ducha.",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-07-03,No comments,"Old bathroom, no bidet and the bathtub is no longer carried, difficulty entering and leaving, a shower would be better."
840,Mònica,Ideal para famílias,"Para nosotros la ubicación es perfecta, también el tamaño de la habitación ya que somos una família de 5 miembros","Nada, ya me había alojado antes allí, no habría vuelto si no me hubiera gustado",España,7.0,Persona que viaja sola,Habitación Familiar,2021-07-01,"For us the location is perfect, also the size of the room since we are a family of 5 members","Nothing, I had already stayed there before, I would not have returned if I had not liked"
841,Carlos,Pésimo,Estaban en obras. No hay aviso. Ruidos de martillos a las 07:45,,España,1.0,En familia,Habitación Triple,2021-06-29,They were in the works. Hammer noises at 07:45,
842,Arturo,Agradable,Normal.,Estado de conservación.,España,6.0,En familia,Habitación Doble - 1 o 2 camas,2021-06-15,Normal.,State of conservation
843,Daniel,Céntrico y cómodo,"Está justo al lado de la avenida principal, de tiendas y restaurantes. La cama es cómoda y la habitación que nos dieron era muy amplia, con sofá y sala de estar. El wc muy limpio con ducha y también bañera.","El wifi no iba demasiado bien. Me tuvieron que que dar otra clave y ni así. Es decir, para trabajar no es el mejor hotel. Pedí tan solo 30minutos de late check out por motivos de trabajo pero nos dijeron que era imposible porque los de limpieza tenían turnos reducidos. Sí que nos dieron algo más de tiempo con el parking interior",España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-05-22,"It is right next to the main avenue, shops and restaurants. The bed is comfortable and the room we were given was very spacious, with sofa and living room. The toilet is very clean with shower and also bathtub.","The wifi wasn't going too well. They had to give me another key and nothing like that. In other words, it is not the best hotel to work in. I asked for only 30 minutes of late check out for work reasons but we were told it was impossible because the cleaners had reduced shifts. Yes, they gave us a little more time with the indoor parking"
844,Eduard,para no volver,no cumplió expctativas,habitación muy deteriorada sábanas viejas . no nos facilitaron opción parking y estaba diluviando,España,2.0,En pareja,Habitación Doble - 1 o 2 camas,2021-05-14,did not comply with exctatives,very deteriorated room old sheets. They did not provide us with parking option and it was raining
845,Lorena,40m2 a oscuras,Ubicación excelente.,"Habitación muy oscura, cama incomoda y la ducha incomoda porque sale agua mientras te duchas y se llena el suelo de agua y tienes que secarla tu con toallas que te proporciona el hotel de uso personal.",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-05-13,Excellent location.,"Very dark room, uncomfortable bed and uncomfortable shower because water comes out while you shower and the floor is filled with water and you have to dry it with towels provided by the hotel for personal use."
846,Sandra,Bien,Precio del desayuno/persona,,España,7.0,En familia,Habitación Cuádruple Estándar,2021-05-11,Breakfast price/person,
847,Maria,Agradable,"Ubicación inmejorable, personal muy atento y habitaciones muy grandes.",Los muebles de la habitación estaban viejos y muy muy rotos.,España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-05-09,"Unbeatable location, very attentive staff and very large rooms.",The furniture in the room was old and very broken.
848,Antonio,Agradable,"Personal muy amable, habitaciones amplias y muy céntrico","Desayuno un poco escaso , ya habíamos estado hace unos años y nada que ver (supongo que tiene que ver tema Covid). Las habitaciones son grandes y cómodas pero les hace falta una reforma(puertas....)",España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-05-05,"Very friendly staff, spacious rooms and very central","Breakfast a bit scarce , we had already been a few years ago and nothing to do (I guess it has to do with Covid). The rooms are large and comfortable but they need a renovation(doors....)"
