client,nationality,title,pos_review,pos_review_en,pos_compound,pos_comp_score,len_pos_review,neg_review,neg_review_en,neg_compound,neg_comp_score,len_neg_review,date_review,year_review,month_review,score,score_2,travel_type,room_type
Fina,España,Muy bien,"La cena del restaurante lo mejor, y Alberto el camarero de 10😉","The restaurant dinner the best, and Alberto the waiter of 10😉",0.6369,positive,62,Los muebles un poco deteriorados,The furniture is a bit deteriorated.,0.0,neutral,32,2020-08-23,2020,8,8.0,Good,En grupo,Habitación Triple
Guillermo,España,Habitaciones espaciosas.,Las habitaciones cuádruples son casi apartamentos.,Quadruple rooms are almost apartments.,0.0,neutral,50,La entrada a 16h es un poco tarde.,Entry at 4pm is a bit late.,0.0,neutral,34,2020-08-20,2020,8,9.0,Wonderful,En familia,Habitación Familiar
Marta,España,Fantástico hotel familiar,"Excelente trato por parte del personal y ubicación del hotel.
Muy recomendable la media pensión. Buen desayuno y excelente cena.","Excellent treatment by the staff and location of the hotel.
Half board is highly recommended. Good breakfast and excellent dinner.",0.9131,positive,128,"Por decir algo necesitaría un repaso a nivel de mantenimiento, zócalos y algo de pintura.","To say something I would need a maintenance level review, baseboards and some paint.",0.0,neutral,89,2020-08-17,2020,8,10.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Montserrat,España,Muy recomendable,"Muy bien situado, un aparcamiento municipal cerca del hotel.
Muy limpio y habitaciones muy grandes. Seguro que repetiremos","Very well located, a municipal car park near the hotel.
Very clean and very large rooms. Sure we will repeat",0.7876,positive,122,,,,,0,2020-08-17,2020,8,9.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Cristian,España,excelente estancia,"la habitación, grande y confortable, la cama matrimonio muy bien, pero el sofá cama muy duro y viejo, por lo demás una estancia muy agradable y la atención del personal excelente y  que repetiremos.","the room, large and comfortable, the double bed very well, but the sofa bed very hard and old, otherwise a very pleasant stay and the attention of the staff excellent and  we will repeat.",0.9144,positive,198,"el sofá cama y el desayuno, aunque se entiende que debido a la situación en que estamos tenga que ser así, pero la atención del personal excelente y compensa.","the sofa bed and breakfast, although it is understood that due to the situation we are in it has to be like this, but the attention of the excellent staff and compensates.",0.7783,positive,158,2020-08-16,2020,8,9.0,Wonderful,En familia,Habitación Triple
Francisco,España,Cómodo,Limpieza,Cleaning,0.0,neutral,8,"La. Nevera, no enfría","The. Refrigerator, does not cool",-0.2411,negative,21,2020-08-16,2020,8,7.5,Good,En pareja,Habitación Doble - 1 o 2 camas
Jordi,España,Buen Hotel,"Las habitaciones grandes, la ubicación, la limpieza.","Large rooms, location, cleanliness.",0.0,neutral,52,"Las almohadas, ponen dos, pero una es poco y dos son mucho. El primer día con dolor de cuello. La almohada de la cuna es una funda con 2 toallas dentro.","The pillows, they put two, but one is little and two is a lot. First day with neck pain. The crib pillow is a cover with 2 towels inside.",-0.6652,negative,152,2020-08-16,2020,8,8.0,Good,En familia,Habitación Triple
Pedro,España,¡¡VOLVEREMOS!!,"Excelente atención del personal,sobre todo en el desayuno
Resumiendo,,un Estupendo Hotel,en el que repetiremos estancia , sin duda alguna.","Excellent staff attention,especially at breakfast
In short,a Great Hotel,in which we will repeat stay , without a doubt.",0.8723,positive,138,"En esta ocasión  nuestra estancia fue en la planta 1 y creemos que llego la hora de renovar el mobiliario de las habitaciones.
Cuartos de aseo y limpieza en general,Fabulosos","This time  our stay was on the 1st floor and we believe that the time has come to renovate the furniture of the rooms.
Cleaning rooms in general,Fabulous",0.0,neutral,174,2020-08-16,2020,8,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Yolanda,España,Céntrico y amplio hotel en Andorra.,Habitaciones muy amplias y personal muy amable.,Very spacious rooms and very friendly staff.,0.5413,positive,47,Nada.,Nothing.,0.0,neutral,5,2020-08-14,2020,8,9.0,Wonderful,En familia,Habitación Triple
Julia,España,Excepcional,Todo en general,"Everything, in general. ",0.0,neutral,15,Que los parkings son todos de pago y muy caro,That the car parks are all paid and very expensive,0.0,neutral,45,2020-08-14,2020,8,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Berni,España,Muy bien,El wifi llega justo a las habitaciones.  Pero el resto muy bien,Wifi arrives right in the rooms.  But the rest is fine.,0.296,positive,63,,,,,0,2020-08-13,2020,8,8.0,Good,En familia,Habitación Familiar
Gonzalo,España,Perfecta,El desayuno muy bien y la cena muy buena.,Breakfast is very good and dinner is very good.,0.7496,positive,41,,,,,0,2020-08-12,2020,8,9.0,Wonderful,En familia,Habitación Triple
Juan,España,Sin problemas. Perfecto,La adaptación a la situaciòn.,Adaptation to the situation.,0.0,neutral,29,,,,,0,2020-08-11,2020,8,10.0,Wonderful,En familia,Habitación Triple
Javier,España,HOTEL CENTRICO Y CONFORTABLE. BUENA RELACION CALIDAD-PRECIO.,"HABITACION AMPLIA Y CONFORTABLE. DESAYUNO COMPLETO. BUEN PARKING. PERSONAL DE RECEPCION Y DE RESTAURANT MUY ATENTOS Y SIMPATICOS, Y SOBRE TODO, MUY PROFESIONALES A LA HORA DE APLICAR LAS NORMAS DEL COVID-19. ENHORABUENA.","SPACIOUS AND COMFORTABLE ROOM. FULL BREAKFAST. GOOD PARKING. RECEPTION AND RESTAURANT STAFF VERY ATTENTIVE AND FRIENDLY, AND ABOVE ALL, VERY PROFESSIONAL WHEN APPLYING THE COVID-19 RULES. CONGRATULATIONS.",0.9269,positive,220,,,,,0,2020-08-11,2020,8,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Albert,España,Buena estancia y buen restaurante,"En general todo, pero quiero destacar tanto el destino como la venta y el trato del personal que nos atendió. Para mi, de 10.","In general everything, but I want to highlight both the destination and the sale and treatment of the staff who attended us. For me, 10.",0.5499,positive,125,La ubicación no es mala pero el apartamento es complicado si no reservas una plaza de parking,The location is not bad but the apartment is complicated if you do not reserve a parking space,0.2323,positive,93,2020-08-11,2020,8,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Jordi,España,Excepcional,Bien ubicado. Habitacion inmensa i comoda.,Well located. Immense and comfortable room.,0.6597,positive,42,,,,,0,2020-08-11,2020,8,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Elena,España,Excepcional,Personal amable y todo muy limpio,Friendly staff and everything very clean,0.7346,positive,33,,,,,0,2020-08-10,2020,8,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Sonia,España,Una gran sorpresa,"No nos imaginábamos que las habitaciones eran tan grandes.
La verdad es que son excepcionales, grandes y con todas las comodidades.
La nuestra tenía un gran salón-comedor con sofá cama y una mesita independientemente de la habitación de matrimonio con cama grande.
Además un gran baño con ducha y bañera.
No se oía ningún ruido externo, muy insonorizada.
Los ventanales grandes.
Todo muy limpio.
El personal de recepción muy correcto, y el del comedor muy amable y atentos en todo momento con el cliente, para que no faltase de nada.
A una calle de la Av. Carlemany, en plena zona comercial.
Un hotel para volver a repetir sin duda alguna.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,639,,,,,0,2020-08-10,2020,8,10.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Jjjjjggggg,España,Fabuloso,"Ubicación
Parking
Limpio
Trato","Location 
Clean Parking

Deal",0.4019,positive,30,"Mobiliario tocado (puertas baño, mobilario poco actualizado)","Touched furniture (bathroom doors, little updated furniture)",0.0,neutral,60,2020-08-09,2020,8,8.8,Good,En familia,Habitación Cuádruple Estándar
José,España,Fantástico,"El hecho de que las habitaciones cuenten con dos dormitorios, uno de ellos con literas, y dos baños. La amplitud y su situación estratégica junto a la Avda. Carlemany de Les Escaldes pero en una calle silenciosa y trranquila","The fact that the rooms have two bedrooms, one of them with bunk beds, and two bathrooms. The amplitude and its strategic location next to Avda. Carlemany de Les Escaldes but in a quiet and quiet street",0.0,neutral,224,Uno de los dos cuartos de baño con los que cuenta la habitación desprendía un fuerte olor por algún desagüe e impregnaba la entrada.,One of the two bathrooms in the room gave off a strong smell through a drain and impregnated the entrance.,0.5106,positive,132,2020-08-09,2020,8,9.0,Wonderful,En familia,Habitación Triple
Montse,España,Repetiré la experiencia,"Habitaciones muy amplias, colchón grande y muy cómodo. Servicio de comedor muy bien","Very spacious rooms, large mattress and very comfortable. Dining service very well",0.7172,positive,83,"Para decir algo, las plazas de parking con acceso muy justo","To say something, the parking spaces with very fair access",0.3804,positive,59,2020-08-07,2020,8,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Alexandra,España,Fantástico,Habitación de cuatro,Room of Four,0.0,neutral,20,"El desayuno ya que no sabías todo lo que había... y  escaneando el código Qr no te salía todo,  muy pocas cosas, aunque los camareros muy amables te decían, tu pregunta y ntros te decimos si hay","Breakfast since you did not know everything there was... and  scanning the Qr code you did not get everything,  very few things, although the very friendly waiters told you, your question and we tell you if there is",0.5413,positive,194,2020-08-07,2020,8,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Jose,España,Relax y comodidad,"La comida, el servicio, la habitacion la hibicacion, calidad/precio","Food, service, room hibication, quality/price",0.0,neutral,67,Las puertas descuidadas,The Neglected Doors,-0.5267,negative,23,2020-08-05,2020,8,8.0,Good,En familia,Habitación Cuádruple Estándar
José,España,Prisma,El desayuno tenia de todo el personal era muy amable y las habitaciones eran muy grandes,The breakfast I had from all the staff was very friendly and the rooms were very large,0.5413,positive,88,La televisión era muy pequeña para el tipo de habitacion,The TV was too small for the room type,0.0,neutral,56,2020-08-04,2020,8,8.0,Good,En familia,Habitación Cuádruple Estándar
Raquel,España,Excepcional,"Habitaciones amplias, limpias y colchones comodisimos","Spacious, clean rooms and comfortable mattresses",0.7184,positive,53,Todo estuvo de 10,Everything was 10,0.0,neutral,17,2020-08-04,2020,8,10.0,Wonderful,En grupo,Habitación Familiar
Maria,España,Buena estancia,Las habitaciones son grandes y amplias. El hotel muy bien situado para ir a caldea y a toda la zona de compras.,The rooms are large and spacious. The hotel is very well located to go to Caldea and the entire shopping area.,0.3384,positive,111,,,,,0,2020-08-03,2020,8,8.0,Good,En familia,Habitación Triple
Alicia,España,Ideal para familias numerosas,"Habitacion muy espaciosa para una familia numerosa, con dos baños y muy bien acondicionada.
Las cenas de la media pension buenisimas. Y el personal del restaurante muy agradable.","Very spacious room for a large family, with two bathrooms and very well conditioned.
The dinners of the half board are very good. And the restaurant staff very nice.",0.8262,positive,178,,,,,0,2020-08-02,2020,8,10.0,Wonderful,En familia,Habitación Familiar
Paloma,España,Muy recomendable,Está en pleno centro de la zona comercial. Puedes reservar plaza de parking en el mismo hotel. La habitación genial para los 5 que éramos con dos habitaciones y las camas muy cómodas!!,It is in the center of the commercial area. You can reserve parking space in the same hotel. The room was great for the 5 of us with two rooms and very comfortable beds!!,0.851,positive,184,La wifi no llegaba bien a la habitación!!,The wifi didn't go well in the room!!,-0.3395,negative,41,2020-07-31,2020,7,8.0,Good,En familia,Habitación Familiar
Cristina,España,Fantástico,La habitación muy amplia,La habitación muy amplia.,0.0,neutral,24,,,,,0,2020-07-30,2020,7,9.0,Wonderful,En familia,Habitación Triple
Luis,España,Muy bien,EL hotel está bien situado y el personal es muy amable.,The hotel is well located and the staff is very friendly.,0.6801,positive,55,"La señal de wifi en las habitaciones es muy escasa.
Los colchones necesitan una renovación.","The Wi-Fi signal in the rooms is very scarce.
The mattresses need renovation.",0.0,neutral,91,2020-07-20,2020,7,8.0,Good,Persona que viaja sola,Habitación Doble - 1 o 2 camas
Elias,España,Fantástico,"Buenísima ubicación para el verano, el personal muy amable, so re todo Anna la camarera del desayuno.","Great location for the summer, very friendly staff, so re all Anna the breakfast waitress.",0.8221,positive,101,"Buenísima ubicación para el verano, el personal muy amable, so re todo Anna la camarera del desayuno.","Great location for the summer, very friendly staff, so re all Anna the breakfast waitress.",0.8221,positive,101,2020-07-12,2020,7,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Juan,España,Buen hotel,Cómodas camas y buen baño.,Comfortable beds and good bathroom.,0.7351,positive,26,"Mal wifi y secador viejo, recomiendo q pongan uno que no huelan a quemado.","Bad wifi and old hairdryer, I recommend that you put one that does not smell burnt.",-0.25,negative,74,2020-07-08,2020,7,8.0,Good,En familia,Habitación Cuádruple Estándar
Aisa,Andorra,Bastante bien,Desayuno muy completo bien para empezar el día,Very full breakfast well to start the day,0.3321,positive,46,La cama blanda,The soft bed,0.0,neutral,14,2020-07-07,2020,7,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Carla,España,Excepcional,Amplitud y comodidad,Space and comfort,0.3612,positive,20,,,,,0,2020-07-07,2020,7,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Josep,España,Muy acogedora,El desayuno muy bueno,El desayuno muy bueno.,0.0,neutral,21,La recepcionista no se entera,The receptionist does not know,0.0,neutral,29,2020-07-06,2020,7,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Carlos,España,Visita despues del covid,"La ubicacion es muy buena ,cerca del centro comercial,habitacion muy grande y bien climatizada.","The location is very good ,close to the shopping center, very large and well heated room.",0.6764,positive,95,"Nada, aunque podrian ir renovando muebles.","Nothing, although they could renovate furniture.",0.0,neutral,42,2020-07-06,2020,7,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Siria,España,Excepcional,Trato impecables en instalaciones de 10,Impeccable treatment in facilities of 10,0.0,neutral,39,Todo ha sido perfecto,Todo ha sido perfecto.,0.5719,positive,21,2020-07-06,2020,7,10.0,Wonderful,En familia,Habitación Familiar
Juan,España,Excepcional,Ubicación perfecta y habitación muy amplia,Perfect location and very spacious room,0.5719,positive,42,nada,nothing,0.0,neutral,4,2020-07-06,2020,7,10.0,Wonderful,En familia,Habitación Triple
Alberto,España,1a salida poscovid,"Las cenas geniales. elaboradas, un 10 para el chef.
desayuno bufet, servido en la mesa. aunque el servicio es un poco lento. por la gestion del covid, la amabilidad del personal y su predisposicion suplen el inconveniente.","Great dinners. Elaborate, a 10 for the chef.
buffet breakfast, served at the table. although the service is a little slow. for the management of the covid, the friendliness of the staff and their predisposition supply the inconvenience.",0.6808,positive,222,"no hay escobillas en el wc....
funda de plastico en el colchon. te levantas con la espalda sudada!.
parking caro 18€ dia.","there are no brushes in the toilet.
plastic cover on the mattress. You get up with a sweaty back!.
expensive parking 18€ per day.",-0.3595,negative,121,2020-07-05,2020,7,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Rosana,España,Bien,"La distribución de la habitacion, zona niños separada con baño y tv .","The distribution of the room, separate children's area with bathroom and tv .",0.0,neutral,69,,,,,0,2023-05-12,2023,5,7.0,Good,En familia,Habitación Cuádruple Estándar
Ramon,España,Hotel de paso,"Nada en especial, para una noche , correcto","Nothing special, for one night , right",-0.3089,negative,43,"Necesita una buena reforma,pero repito para una noche correcto","It needs a good reform,but I repeat for a correct night",0.4404,positive,62,2023-04-27,2023,4,6.0,Ok,En pareja,Habitación Doble - 1 o 2 camas
Marina,España,Bien,céntrico,CENTRAL,0.0,neutral,8,baños descuidados,sloppy bathrooms,0.0,neutral,17,2023-04-10,2023,4,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Yuqing,España,"wifi no llega mi habitación, hablado 2 vececs , son amable los trabajadores pero no solucionan.",muy amplia,very wide.,0.0,neutral,10,wifi no llega habitación,wifi does not arrive room,0.0,neutral,24,2023-04-09,2023,4,6.0,Ok,En familia,Habitación Familiar Deluxe
Sandra,España,Recomendado,"Ubicación céntrica, limpieza, mucho espacio en la habitación y el trato de la camarera del restaurante que fue muy cordial y amable.","Central location, cleanliness, plenty of room space and the treatment of the waitress of the restaurant who was very friendly and friendly.",0.7897,positive,132,"Me tocó llegar en un descanso de la recepcionista y tardaron un montón en darse cuenta de que estábamos allí. Tosí, silbé, repiqueteando en el mostrador, nada, ni caso. Fue bastante molesto. Y los precios de parking de Andorra que son abusivos, aunque eso no es culpa del hotel.","I had to arrive at a receptionist's break and it took them a long time to realize that we were there. I coughed, whistled, rattling on the counter, nothing, no case. It was quite annoying. And And Andorra's parking prices are abusive, although that's not the hotel's fault.",-0.6183,negative,278,2023-03-10,2023,3,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Isaac,España,Bien,Ubicación,Location,0.0,neutral,9,"Gimnasio inactivo , falta de mantenimiento en calefacción y desagües del baño","Inactive gym, lack of maintenance in heating and bathroom drains",-0.3182,negative,77,2023-03-09,2023,3,7.0,Good,En grupo,Habitación Cuádruple Estándar
Jose,España,bien,muy bien,very good,0.4927,positive,8,bien,fine,0.2023,positive,4,2023-03-04,2023,3,7.0,Good,En familia,Habitación Cuádruple Deluxe
Silvia,España,Buena ubicación. La habitacion cómoda y grande.,"El hotel está bien situado, las habitaciones son grandes.","The hotel is well located, the rooms are large.",0.2732,positive,57,"En los baños olía a desagüe un poco mal. Pero bueno.. 
el desayuno buffet muy bueno. 
Una mañana coincidimos mucha gente desayunando a la vez la barra donde está colocada la comida es pequeña y resulta un poco incómoda.","In the bathrooms it smelled a little bad. But well... 
the breakfast buffet is very good. 
One morning we met many people having breakfast at the same time the bar where the food is placed is small and it is a bit uncomfortable.",-0.0552,neutral,219,2023-02-27,2023,2,7.0,Good,En familia,Habitación Cuádruple Deluxe
Claudia,España,Bien,"Habitación más grande de lo normal.
La cena en el restaurante fue estupenda y muy bien de precio.
Tiene parking de pago","Room larger than normal.
Dinner at the restaurant was great and very good price.
Has paid parking",0.807,positive,119,"Se nota que hicieron intento de remodelación cambiando el suelo y adecentando los baños,  pero las puertas y armarios están muy dañados y viejos. La televisión bastante pequeña para la distancia de la cama.","It is noted that they made an attempt at remodeling by changing the floor and decorating the bathrooms,  but the doors and cabinets are very damaged and old. The TV is quite small for the distance from the bed.",-0.6474,negative,206,2023-02-04,2023,2,7.0,Good,En pareja,Habitación Familiar
Julia,España,Bien,"Que no aiga parquing ,i tener que buscarte la vida","Let there be no parking ,and have to look for your life",-0.296,negative,50,,,,,0,2023-01-29,2023,1,7.0,Good,En familia,Habitación Familiar
Maria,España,no corresponde a cuatro estrellas.,lo amplio de la habitación.,the spaciousness of the room.,0.0,neutral,27,"su contradicción. habitación muy desinfectada. precinto para entrar. mandos bolsa conforme están desinfectado I igual vasos. Pero limpieza del baño descuidado. Algún otro cliente se cortó las uñas y aún estaban en el suelo del baño y habitación. 
Hotel de 4 estrellas.  una habitación  para dos personas solamente dejen champú i gel. para una. 
Los colchones son muy duros.","its contradiction. very disinfected room. seal to enter. bag controls as they are disinfected I same glasses. But sloppy bathroom cleaning. Some other client cut his nails and they were still on the floor of the bathroom and room. 
4-star hotel. a room  for two people only leave shampoo and gel. for one. 
The mattresses are very hard.",-0.6694,negative,373,2023-01-21,2023,1,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Yolanda,España,obertbooking,la habitación para 4 muy cómoda y amplia,the room for 4 very comfortable and spacious,0.5563,positive,40,el desayuno demasiada gente bajamos a las 9 y ya no había de nada y no saco  daban a basto el servicio no podía con Tanya ge te,breakfast too many people we went down at 9 and there was nothing left and they did not give enough service could not with Tanya ge te,0.0,neutral,127,2023-01-16,2023,1,7.0,Good,En familia,Habitación Cuádruple Estándar
Luis,España,Agradable,correcto,Correct,0.0,neutral,8,,,,,0,2023-01-15,2023,1,6.0,Ok,En familia,Habitación Triple
Rebeca,España,Normal,la amplitud de la habitación,the spaciousness of the room,0.0,neutral,28,el servicio de recepción,Reception service,0.0,neutral,24,2022-12-31,2022,12,6.0,Ok,En familia,Habitación Cuádruple Deluxe
Iratxe,España,"Agradable. nota 6 , para mi de 3 estrellas. pero muy centrico","la habitacion era muy amplia, buena cama y almohadas. y buena ducha. y todo limpio. personal de desayuno muy amable. hotel centrico. y buen parking","the room was very spacious, good bed and pillows. and good shower. and everything clean. very friendly breakfast staff. central hotel. and good parking",0.9406,positive,147,"varias cosas. un calor insoportable siempre en la habitacion. buffet desayuno escaso de variedad y los zumos muy malos. el embutido y quesos ricos y café rico. y cena mala. era de menú y la carne estaba dura y el salmòn sin sabor. al final terminamos cenando fuera a pesar de tener MP pagado. el agua de la cena habia que pagarla y era un agua de tetrabrik en cartòn de un sabor horroroso. en cambio el agua de las mañanas era de botella y no tiene nada que ver. una de las peores cosas era la cena que no sea buffet y eso es un punto negativo grande. y el wifi no funciona. tenia q trabajar un poco y es imposible. a dia de hoy hotel sin un buen wifi es inviable. en general le doy un 6. hotel para 3 dias , no para estancias largas. y mejor cenar fuera.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,755,2022-12-30,2022,12,6.0,Ok,En pareja,Habitación Doble Deluxe
David,España,Agradable,"Era un hotel en el que me había alojado anteriormente un par de veces, siempre con una experiencia positiva, y está vez no nos gustó, la verdad. La habitación olía muy mal y la cama és de pensión barata. Nos parece que necesita una renovación. Actualmente en Andorra hay muchas mejores opciones a precio similar o con una ligera diferencia de precio.  
La verdad és que no llegué a quejarme en recepción porque solo era una noche y llegamos al anochecer. Sino sí que lo hubiera hecho. Viajo bastante y creo que és el peor hotel en el que me he alojado durante este año, sinceramente. 
Creo que se tienen que poner las pilas. Gracias",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,632,,,,,0,2022-12-27,2022,12,6.0,Ok,En familia,Habitación Doble - 1 o 2 camas
Jose,España,Aceptable,"La ubicación del hotel, el trato del personal del restaurante","The location of the hotel, the treatment of the restaurant staff",0.0,neutral,61,"Habitacion sin calefaccion por desperfecto de los radiadores con personal de administración no resolutivo, pesado y poco profesional, sin trato amable, mas conflictivo que no pudieron solucionar el problema.","Room without heating due to damage to the radiators with non-resolvable, heavy and unprofessional management personnel, without friendly, more conflictive treatment that could not solve the problem.",-0.7107,negative,207,2022-12-26,2022,12,5.0,Ok,En familia,Habitación Cuádruple Estándar
Manuel,España,"Hotel que destaca por su buena ubicación, limpieza y amplitud en sus habitaciones. Restaurante muy mejorable.",Muy buena ubicación. Instalaciones limpias y habitación muy amplia.,Very good location. Clean facilities and very spacious room.,0.7316,positive,67,"Mejorable el trato de algunas chicas de recepción. En el  restaurante no vale la pena coger media pensión si vas por varios días. Además, dicho restaurante lleva muy mala gestión, principalmente a la hora de la cena.","The treatment of some reception girls can be improved. In the  restaurant it is not worth taking half board if you go for several days. In addition, this restaurant has very poor management, mainly at dinner time.",-0.2404,negative,216,2022-12-09,2022,12,7.0,Good,En familia,Habitación Triple
Silvia,España,fatal,poco,A little.,0.0,neutral,4,todo,everything,0.0,neutral,4,2022-12-07,2022,12,1.0,Very poor,En pareja,Habitación Doble - 1 o 2 camas
Reda,España,Buena Ubicación,Habitación grande y cómoda! cerca de Caldea unos 4 min caminando y cerca del centro. tiene parking en el hotel 18€,Large and comfortable room! near Caldea about 4 min walk and near the center. has parking at the hotel 18€,0.5562,positive,114,"La habitación no tenía nada que ver con las fotos. me lo esperaba más moderno, muebles antiguos.
Pero aún así es agradable y cómoda","The room had nothing to do with the photos. I expected it more modern, antique furniture.
But it's still nice and comfortable",0.8462,positive,131,2022-12-02,2022,12,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Carlos,España,Bien,Buena muy cerca centro comercial,Good very close to shopping center,0.4404,positive,32,Mucha calor en la habitación,Lots of heat in the room,0.0,neutral,28,2022-11-19,2022,11,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Rosa,España,Calidad precio bueno y ubicación,La cama de matrimonio y personal,The double and personal bed,0.0,neutral,32,Que no nos pusieron gel y champú las de la limpieza,That we didn't get gel and shampoo from the cleaners,0.0,neutral,51,2022-11-02,2022,11,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Patricia,España,Correcto pero a mejorar!,"la habitación era muy amplia, reformada y limpia. Super céntrico en medio del meollo. Habitación triple muy chula porque es habitación suite independiente","the room was very spacious, refurbished and clean. Super centric in the middle of the core. Very cool triple room because it is a separate suite room",0.8479,positive,154,"Las dos camas eran pequeñas, de 80-90 con lo que nosotros que somos grandotes no estamos cómodos. Colchones muy duros para nuestro gusto. Poquísima presión en la fucha y wifi nefasto","The two beds were small, 80-90 with what we who are big are not comfortable. Very hard mattresses for our taste. Very little pressure on the blade and nefarious wifi",-0.5227,negative,182,2022-11-01,2022,11,6.0,Ok,En familia,Habitación Triple
Aya,Jordania,no repetía,muy buena ubicación. el personal muy amable. habitación amplia y reformada.,very good location. very friendly staff. spacious and renovated room.,0.7708,positive,75,"las almohadas olían fatal y hemos llamado a recepción para que las cambien. han dicho que no tienen pero van a cambiar las fundas. vale, lo hemos aceptado. esperamos 40 minutos sin cambiar ni nada porque van a entrar a cambiar, supuestamente. pero nadie ha venido y nada cambio. hemos tenido que echar perfume a las almohadas y mucho.
la verdad no pagaría este dinero para lo que hemos tenido.","the pillows smelled fatal and we called reception to change them. they have said they don't have but they are going to change the covers. okay, we have accepted it. we waited 40 minutes without changing or anything because they are going to come in to change, supposedly. but no one has come and nothing changed. we had to put perfume on the pillows and a lot.
the truth is, I wouldn't pay this money for what we've had.",0.5178,positive,393,2022-10-23,2022,10,5.0,Ok,En pareja,Habitación Doble Deluxe
Nootka,España,Céntrico,Ubicación y la habitación,Location and Room,0.0,neutral,25,Mala conexión wi-fi y actitud de parte del personal de recepción,Poor wi-fi connection and attitude on the part of reception staff,-0.4767,negative,64,2022-10-20,2022,10,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Mª,España,Bien,La ubicación,Location,0.0,neutral,12,"El parking, y no pudimos utilizar el ascensor","Parking, and we couldn't use the elevator",0.0,neutral,45,2022-10-11,2022,10,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Isabel,España,buena situación,"Ubicación excelente
Desayuno y cena muy buenos","Excellent location
Very good breakfast and dinner",0.7841,positive,46,Unas reformas de carpintería y lavabo no estaría mal,Carpentry and washbasin renovations wouldn't be bad,0.431,positive,52,2022-10-10,2022,10,7.0,Good,En familia,Habitación Cuádruple Estándar
Iurii,España,Bien,Habitación grande y cómoda,Large and comfortable room,0.5106,positive,26,"Vivía en la habitación familiar Deluxe 303. 
No había Internet.
He reservado un lugar para el coche con antelación. Llegamos y no había estacionamiento. Pagué 24,8 euros por noche en el estacionamiento de la Plaza","He lived in the Deluxe 303 family room. 
There was no internet.
I reserved a place for the car in advance. We arrived and there was no parking. I paid 24.8 euros per night in the parking lot of the Plaza",-0.5267,negative,213,2022-10-06,2022,10,7.0,Good,En familia,Habitación Familiar Deluxe
David,España,Bien,"Casualidad que los dos dias que estuve en el hotel, los ascensores no funcionaban, hacian obras en la planta dónde estaba  hospedado y habia un grupo importante de viajantes que colapsaron el buffet del desayuno.","Coincidentally, the two days I was in the hotel, the elevators did not work, they did work on the floor where I was  staying and there was a large group of travelers who collapsed the breakfast buffet.",-0.2732,negative,212,,,,,0,2022-10-04,2022,10,7.0,Good,Persona que viaja sola,Habitación Doble - 1 o 2 camas
Lourdes,España,Decepcionante,"Nada, el baño estaba sucio y la cama muy incómoda","Nothing, the bathroom was dirty and the bed very uncomfortable",-0.6997,negative,49,,,,,0,2022-09-23,2022,9,4.0,Poor,En pareja,Habitación Doble - 1 o 2 camas
Manel,España,Bien,Estancia de 3 dias y el ascensor estuvo estropeado 2,3 days stay and the elevator was broken 2,-0.4767,negative,52,,,,,0,2022-09-23,2022,9,7.0,Good,Persona que viaja sola,Habitación Doble Deluxe
Inma,España,Decepción,La ubicación. Las camas bastante cómodas,The location. The beds quite comfortable,0.5563,positive,40,"Comparado  con otras veces, lo he encontrado en general más dejado, supongo que  es por las obras que están realizando. Nos toco una habitación antigua y algo dejada.
Falta de limpieza y organización 
El desayuno justo y mal organizado","Compared to other times, I have found it in general more left, I suppose  it is because of the works they are doing. We touch an old room and something left.
Lack of cleanliness and organization 
A Fair and Poorly Organized Breakfast",0.0,neutral,235,2022-09-20,2022,9,5.0,Ok,En familia,Habitación Triple
